"","X","year","month","day","hour","TemperatureF","Dew_PointF","Humidity","Sea_Level_PressureIn","VisibilityMPH","Wind_Direction","Wind_SpeedMPH","Conditions","WindDirDegrees","Date","DayofWeek","Weekday","Peakhour","Temperature","newlm.fit"
"331",331,"2016","10","11","19",54,43,66,30.43,10,"SSE",8.1,"Partly Cloudy","160","10/11/2016","2","1","1",12.2,202.386244505427
"332",332,"2016","10","11","20",52,42.1,69,30.43,10,"South",5.8,"Partly Cloudy","180","10/11/2016","2","1","0",11.1,193.62799938271
"333",333,"2016","10","11","21",52,41,66,30.43,10,"SSW",4.6,"Partly Cloudy","200","10/11/2016","2","1","0",11.1,138.544188568102
"334",334,"2016","10","11","22",51.1,39,63,30.42,10,"SSW",4.6,"Partly Cloudy","200","10/11/2016","2","1","0",10.6,133.155611211212
"335",335,"2016","10","11","23",52,37.9,59,30.42,10,"SSW",4.6,"Partly Cloudy","210","10/11/2016","2","1","0",11.1,136.679856633474
"336",336,"2016","10","12","0",48.9,39,69,30.41,10,"SSW",5.8,"Clear","210","10/12/2016","3","1","0",9.4,117.723336919182
"337",337,"2016","10","12","1",48.9,42.1,77,30.41,10,"SW",6.9,"Clear","230","10/12/2016","3","1","0",9.4,122.203468493859
"338",338,"2016","10","12","2",48.9,42.1,77,30.4,10,"SSW",4.6,"Partly Cloudy","200","10/12/2016","3","1","0",9.4,119.644936948698
"339",339,"2016","10","12","3",48.9,44.1,83,30.39,10,"South",3.5,"Partly Cloudy","180","10/12/2016","3","1","0",9.4,120.952048664844
"340",340,"2016","10","12","4",48.9,45,86,30.39,10,"SSW",4.6,"Partly Cloudy","200","10/12/2016","3","1","0",9.4,123.2395312889
"341",341,"2016","10","12","5",48.9,44.1,83,30.4,10,"South",5.8,"Scattered Clouds","190","10/12/2016","3","1","0",9.4,148.98665070772
"342",342,"2016","10","12","6",48.9,45,86,30.4,10,"South",4.6,"Mostly Cloudy","190","10/12/2016","3","1","0",9.4,221.250019473187
"343",343,"2016","10","12","7",51.1,46,83,30.4,10,"South",3.5,"Partly Cloudy","170","10/12/2016","3","1","1",10.6,279.507482388381
"344",344,"2016","10","12","8",54,46,75,30.4,10,"South",3.5,"Partly Cloudy","180","10/12/2016","3","1","1",12.2,301.028533403627
"345",345,"2016","10","12","9",55.9,46.9,72,30.4,10,"South",4.6,"Partly Cloudy","180","10/12/2016","3","1","1",13.3,310.691236465748
"346",346,"2016","10","12","10",59,48,67,30.39,10,"SSE",6.9,"Partly Cloudy","150","10/12/2016","3","1","1",15,311.968518300282
"347",347,"2016","10","12","11",60.1,48,64,30.37,10,"ESE",5.8,"Partly Cloudy","120","10/12/2016","3","1","1",15.6,327.981302068661
"348",348,"2016","10","12","12",61,50,67,30.34,10,"East",11.5,"Partly Cloudy","100","10/12/2016","3","1","1",16.1,334.820220346589
"349",349,"2016","10","12","13",62.1,48,60,30.32,10,"East",12.7,"Scattered Clouds","90","10/12/2016","3","1","1",16.7,328.649959699171
"350",350,"2016","10","12","14",62.1,48,60,30.31,10,"East",12.7,"Mostly Cloudy","90","10/12/2016","3","1","1",16.7,300.457805800676
"351",351,"2016","10","12","15",61,51.1,70,30.29,10,"East",12.7,"Mostly Cloudy","100","10/12/2016","3","1","1",16.1,274.676439793735
"352",352,"2016","10","12","16",62.1,53.1,72,30.27,10,"ESE",12.7,"Scattered Clouds","110","10/12/2016","3","1","1",16.7,295.318895337893
"353",353,"2016","10","12","17",60.1,53.1,78,30.25,10,"SE",10.4,"Mostly Cloudy","130","10/12/2016","3","1","1",15.6,242.633896282295
"354",354,"2016","10","12","18",59,51.1,75,30.26,10,"SE",10.4,"Scattered Clouds","140","10/12/2016","3","1","1",15,220.532707989072
"355",355,"2016","10","12","19",57,51.1,81,30.25,10,"SSE",10.4,"Partly Cloudy","160","10/12/2016","3","1","1",13.9,195.308331692559
"356",356,"2016","10","12","20",55.9,48,75,30.27,10,"South",9.2,"Partly Cloudy","180","10/12/2016","3","1","0",13.3,192.734773174658
"357",357,"2016","10","12","21",54,50,86,30.26,10,"South",9.2,"Partly Cloudy","180","10/12/2016","3","1","0",12.2,132.341740994462
"358",358,"2016","10","12","22",53.1,51.1,93,30.25,10,"South",5.8,"Partly Cloudy","180","10/12/2016","3","1","0",11.7,120.603325525704
"359",359,"2016","10","12","23",53.1,51.1,93,30.23,10,"South",6.9,"Partly Cloudy","190","10/12/2016","3","1","0",11.7,127.517135503832
"360",360,"2016","10","13","0",52,51.1,97,30.21,10,"South",6.9,"Partly Cloudy","180","10/13/2016","4","1","0",11.1,112.2218284417
"361",361,"2016","10","13","1",52,51.1,97,30.18,10,"South",6.9,"Partly Cloudy","190","10/13/2016","4","1","0",11.1,121.402460010031
"362",362,"2016","10","13","2",52,51.1,97,30.16,10,"South",5.8,"Scattered Clouds","180","10/13/2016","4","1","0",11.1,117.437044091116
"363",363,"2016","10","13","3",54,52,93,30.15,10,"Calm",0,"Overcast","0","10/13/2016","4","1","0",12.2,115.31306804947
"364",364,"2016","10","13","4",55,53.1,93,30.14,10,"Calm",0,"Overcast","0","10/13/2016","4","1","0",12.8,125.892819895176
"365",365,"2016","10","13","5",55,53.1,93,30.13,10,"ESE",4.6,"Overcast","120","10/13/2016","4","1","0",12.8,144.037561324445
"366",366,"2016","10","13","6",55,53.1,93,30.13,10,"South",3.5,"Overcast","170","10/13/2016","4","1","0",12.8,218.978190345881
"367",367,"2016","10","13","7",55.9,54,93,30.12,10,"South",4.6,"Overcast","170","10/13/2016","4","1","1",13.3,275.869861047757
"368",368,"2016","10","13","7",55.9,54,93,30.12,10,"South",6.9,"Mostly Cloudy","170","10/13/2016","4","1","1",13.3,272.805222307457
"369",369,"2016","10","13","8",57.9,55,90,30.11,10,"South",5.8,"Scattered Clouds","170","10/13/2016","4","1","1",14.4,300.679172328316
"370",370,"2016","10","13","9",63,57.9,84,30.09,10,"South",8.1,"Mostly Cloudy","180","10/13/2016","4","1","1",17.2,306.076912635159
"371",371,"2016","10","13","10",64.9,57.9,78,30.06,10,"SW",8.1,"Mostly Cloudy","220","10/13/2016","4","1","1",18.3,310.998896293558
"372",372,"2016","10","13","11",64.9,57,75,30.06,10,"SW",10.4,"Mostly Cloudy","230","10/13/2016","4","1","1",18.3,319.300261720644
"373",373,"2016","10","13","11",68,55.9,65,30.04,10,"SSW",13.8,"Mostly Cloudy","210","10/13/2016","4","1","1",20,319.630745224964
"374",374,"2016","10","13","12",69.1,55,61,30.01,10,"SSW",16.1,"Mostly Cloudy","210","10/13/2016","4","1","1",20.6,323.846838693549
"375",375,"2016","10","13","13",71.1,55,57,29.98,10,"SSW",12.7,"Mostly Cloudy","200","10/13/2016","4","1","1",21.7,315.55412994671
"376",376,"2016","10","13","14",71.1,53.1,53,29.96,10,"SW",13.8,"Mostly Cloudy","220","10/13/2016","4","1","1",21.7,300.957009273625
"377",377,"2016","10","13","15",70,52,53,29.96,10,"SW",12.7,"Mostly Cloudy","230","10/13/2016","4","1","1",21.1,283.897674340781
"378",378,"2016","10","13","16",69.1,51.1,53,29.96,10,"WSW",12.7,"Mostly Cloudy","240","10/13/2016","4","1","1",20.6,278.518048629119
"379",379,"2016","10","13","17",68,52,56,29.97,10,"WSW",12.7,"Light Rain","240","10/13/2016","4","1","1",20,250.265676078455
"380",380,"2016","10","13","18",64.9,55.9,73,29.99,10,"West",11.5,"Light Rain","270","10/13/2016","4","1","1",18.3,194.639711259762
"381",381,"2016","10","13","19",64,55.9,75,30.01,10,"WNW",11.5,"Overcast","290","10/13/2016","4","1","1",17.8,195.819549468675
"382",382,"2016","10","13","20",63,55,75,30.03,10,"West",10.4,"Partly Cloudy","280","10/13/2016","4","1","0",17.2,188.550842357297
"383",383,"2016","10","13","21",61,53.1,75,30.05,10,"WNW",11.5,"Partly Cloudy","290","10/13/2016","4","1","0",16.1,141.476710119677
"384",384,"2016","10","13","22",60.1,52,75,30.07,10,"WNW",12.7,"Partly Cloudy","290","10/13/2016","4","1","0",15.6,133.851347408617
"385",385,"2016","10","13","23",57.9,50,75,30.09,10,"NW",13.8,"Partly Cloudy","310","10/13/2016","4","1","0",14.4,125.545369476147
"386",386,"2016","10","14","0",55,45,69,30.11,10,"NNW",16.1,"Clear","340","10/14/2016","5","1","0",12.8,126.413536897935
"387",387,"2016","10","14","1",52,39,61,30.14,10,"NW",20.7,"Clear","320","10/14/2016","5","1","0",11.1,114.019678451963
"388",388,"2016","10","14","2",50,37,61,30.14,10,"NW",16.1,"Clear","320","10/14/2016","5","1","0",10,113.067526904847
"389",389,"2016","10","14","3",48.9,37,64,30.17,10,"NNW",15,"Clear","330","10/14/2016","5","1","0",9.4,112.897416827482
"390",390,"2016","10","14","4",48,36,63,30.19,10,"NNW",13.8,"Clear","330","10/14/2016","5","1","0",8.9,121.627479834944
"391",391,"2016","10","14","5",46.9,34,61,30.22,10,"NW",15,"Clear","320","10/14/2016","5","1","0",8.3,124.927031792052
"392",392,"2016","10","14","6",46,33.1,61,30.25,10,"NNW",10.4,"Partly Cloudy","330","10/14/2016","5","1","0",7.8,217.251968708783
"393",393,"2016","10","14","7",46.9,33.1,59,30.29,10,"NNW",13.8,"Partly Cloudy","330","10/14/2016","5","1","1",8.3,274.503774321451
"394",394,"2016","10","14","8",48,33.1,56,30.3,10,"NNW",11.5,"Partly Cloudy","330","10/14/2016","5","1","1",8.9,291.771740453775
"395",395,"2016","10","14","9",50,33.1,52,30.32,10,"North",12.7,"Partly Cloudy","350","10/14/2016","5","1","1",10,312.078946126176
"396",396,"2016","10","14","10",52,33.1,49,30.33,10,"North",9.2,"Partly Cloudy","360","10/14/2016","5","1","1",11.1,313.441544717123
"397",397,"2016","10","14","11",55,34,45,30.33,10,"North",9.2,"Partly Cloudy","360","10/14/2016","5","1","1",12.8,316.194936524331
"398",398,"2016","10","14","12",55.9,33.1,42,30.31,10,"NW",6.9,"Partly Cloudy","320","10/14/2016","5","1","1",13.3,306.751111239199
"399",399,"2016","10","14","13",57.9,33.1,39,30.3,10,"WNW",8.1,"Partly Cloudy","300","10/14/2016","5","1","1",14.4,301.813165363333
"400",400,"2016","10","14","14",59,32,36,30.3,10,"North",6.9,"Partly Cloudy","360","10/14/2016","5","1","1",15,294.829208820638
"401",401,"2016","10","14","15",59,30.9,35,30.3,10,"NW",8.1,"Partly Cloudy","320","10/14/2016","5","1","1",15,257.480077650322
"402",402,"2016","10","14","16",55,39.9,57,30.31,10,"East",9.2,"Clear","80","10/14/2016","5","1","1",12.8,274.859390975053
"403",403,"2016","10","14","17",53.1,39,59,30.32,10,"ENE",5.8,"Partly Cloudy","70","10/14/2016","5","1","1",11.7,265.677183509954
"404",404,"2016","10","14","18",52,39.9,63,30.34,10,"ENE",3.5,"Partly Cloudy","60","10/14/2016","5","1","1",11.1,222.51747400882
"405",405,"2016","10","14","19",52,41,66,30.35,10,"North",5.8,"Clear","10","10/14/2016","5","1","1",11.1,182.854632734066
"406",406,"2016","10","14","20",53.1,37,55,30.37,10,"North",5.8,"Clear","360","10/14/2016","5","1","0",11.7,186.923896001444
"407",407,"2016","10","14","21",52,34,50,30.39,10,"NNE",6.9,"Clear","20","10/14/2016","5","1","0",11.1,136.568860960732
"408",408,"2016","10","14","22",48.9,33.1,54,30.39,10,"North",4.6,"Clear","350","10/14/2016","5","1","0",9.4,126.931328117914
"409",409,"2016","10","14","23",48,30.9,52,30.39,10,"NNW",9.2,"Clear","330","10/14/2016","5","1","0",8.9,112.872459307804
