,year,month,day,hour,Temperature,Dew_PointF,Humidity,Sea_Level_PressureIn,VisibilityMPH,Wind_SpeedMPH,Wind_Direction,Conditions,WindDirDegrees,Account,kWh,Date,DayofWeek,Weekday,Peakhour
1,2014,1,1,0,23,5,46,30.2,10,8.1,WNW,Clear,290,26908650026,132.369999,1/1/2014,3,1,0
2,2014,1,1,1,21.9,3.9,46,30.23,10,11.5,WNW,Partly Cloudy,290,26908650026,132.719997,1/1/2014,3,1,0
3,2014,1,1,10,26.1,5,41,30.35,10,12.7,West,Partly Cloudy,280,26908650026,129.109998,1/1/2014,3,1,1
4,2014,1,1,11,26.1,5,41,30.34,10,13.8,West,Mostly Cloudy,260,26908650026,125.829996,1/1/2014,3,1,1
5,2014,1,1,12,27,5,39,30.33,10,13.8,West,Scattered Clouds,280,26908650026,120.909997,1/1/2014,3,1,1
6,2014,1,1,13,28,3.9,36,30.33,10,8.1,WNW,Mostly Cloudy,300,26908650026,125.199997,1/1/2014,3,1,1
7,2014,1,1,14,27,3.9,37,30.33,10,10.4,West,Scattered Clouds,270,26908650026,128.589997,1/1/2014,3,1,1
8,2014,1,1,15,27,5,39,30.35,10,10.4,WNW,Mostly Cloudy,290,26908650026,143.169998,1/1/2014,3,1,1
9,2014,1,1,16,26.1,5,41,30.35,10,6.9,NNW,Mostly Cloudy,340,26908650026,139.999998,1/1/2014,3,1,1
10,2014,1,1,17,25,5,43,30.37,10,9.2,NW,Scattered Clouds,320,26908650026,138.639995,1/1/2014,3,1,1
11,2014,1,1,18,24.1,6.1,46,30.37,10,4.6,North,Partly Cloudy,10,26908650026,143.199999,1/1/2014,3,1,1
12,2014,1,1,19,24.1,5,44,30.38,10,6.9,North,Partly Cloudy,360,26908650026,147.119998,1/1/2014,3,1,1
13,2014,1,1,2,21.9,3.9,46,30.25,10,12.7,WSW,Clear,240,26908650026,129.029997,1/1/2014,3,1,0
14,2014,1,1,20,23,5,46,30.38,10,4.6,North,Scattered Clouds,350,26908650026,147.829998,1/1/2014,3,1,0
15,2014,1,1,21,21.9,7,53,30.39,10,3.5,NNE,Mostly Cloudy,20,26908650026,134.879996,1/1/2014,3,1,0
16,2014,1,1,22,23,6.1,48,30.4,10,3.5,North,Overcast,360,26908650026,128.909999,1/1/2014,3,1,0
17,2014,1,1,23,23,7,50,30.38,10,6.9,NNE,Overcast,20,26908650026,124.499995,1/1/2014,3,1,0
18,2014,1,1,3,21.9,3,44,30.27,10,11.5,WSW,Clear,250,26908650026,125.759998,1/1/2014,3,1,0
19,2014,1,1,4,21,3,46,30.29,10,9.2,West,Clear,260,26908650026,129.389997,1/1/2014,3,1,0
20,2014,1,1,5,21,3,46,30.3,10,11.5,West,Clear,270,26908650026,132.509998,1/1/2014,3,1,0
21,2014,1,1,6,21,3.9,48,30.32,10,10.4,WSW,Scattered Clouds,250,26908650026,134.929996,1/1/2014,3,1,0
22,2014,1,1,7,19.9,5,52,30.35,10,10.4,SW,Scattered Clouds,230,26908650026,122.809998,1/1/2014,3,1,1
23,2014,1,1,8,23,6.1,48,30.37,10,10.4,West,Scattered Clouds,260,26908650026,119.959996,1/1/2014,3,1,1
24,2014,1,1,9,24.1,5,44,30.39,10,16.1,WNW,Scattered Clouds,300,26908650026,123.159999,1/1/2014,3,1,1
25,2014,1,10,0,19,9,65,30.6,10,6.9,SSW,Clear,210,26908650026,122.059998,1/10/2014,5,1,0
26,2014,1,10,1,19,9,65,30.61,10,5.8,SSW,Partly Cloudy,200,26908650026,120.789999,1/10/2014,5,1,0
27,2014,1,10,10,28,24.1,85,30.49,6,6.9,SSW,Overcast,210,26908650026,289.769992,1/10/2014,5,1,1
28,2014,1,10,11,30,26.1,85,30.44,6,3.5,South,Overcast,190,26908650026,289.159993,1/10/2014,5,1,1
29,2014,1,10,12,30.9,27,85,30.42,5,5.8,SW,Overcast,220,26908650026,279.439991,1/10/2014,5,1,1
30,2014,1,10,13,32,28,85,30.4,4,3.5,South,Overcast,180,26908650026,270.269992,1/10/2014,5,1,1
31,2014,1,10,14,32,28.9,88,30.39,3,4.6,SE,Overcast,140,26908650026,254.879996,1/10/2014,5,1,1
32,2014,1,10,15,32,30,92,30.38,3,4.6,SSE,Overcast,160,26908650026,247.209997,1/10/2014,5,1,1
33,2014,1,10,16,33.1,30,89,30.36,4,5.8,SSW,Overcast,200,26908650026,256.689993,1/10/2014,5,1,1
34,2014,1,10,17,35.1,32,89,30.36,5,4.6,South,Overcast,190,26908650026,223.549994,1/10/2014,5,1,1
35,2014,1,10,18,36,33.1,89,30.36,5,6.9,SSW,Overcast,210,26908650026,179.759999,1/10/2014,5,1,1
36,2014,1,10,19,35.1,33.1,92,30.35,5,3.5,SSE,Overcast,150,26908650026,172.799995,1/10/2014,5,1,1
37,2014,1,10,2,19,10.9,71,30.59,10,4.6,SSW,Mostly Cloudy,200,26908650026,121.489998,1/10/2014,5,1,0
38,2014,1,10,20,35.1,33.1,92,30.35,4,3.5,SSW,Overcast,200,26908650026,166.319997,1/10/2014,5,1,0
39,2014,1,10,21,34,32,92,30.32,2,4.6,SE,Overcast,130,26908650026,131.269998,1/10/2014,5,1,0
40,2014,1,10,22,34,34,100,30.3,0.2,4.6,SE,Fog,140,26908650026,126.589997,1/10/2014,5,1,0
41,2014,1,10,23,35.1,34,96,30.28,0.2,3.5,SE,Fog,130,26908650026,122.199996,1/10/2014,5,1,0
42,2014,1,10,3,19.9,10.9,68,30.58,10,5.8,SSW,Mostly Cloudy,200,26908650026,121.949999,1/10/2014,5,1,0
43,2014,1,10,4,21.9,12.9,68,30.56,10,5.8,South,Overcast,180,26908650026,121.849996,1/10/2014,5,1,0
44,2014,1,10,5,24.1,12,60,30.55,10,4.6,SSW,Overcast,200,26908650026,127.919995,1/10/2014,5,1,0
45,2014,1,10,6,24.1,16,71,30.53,4,5.8,South,Light Snow,190,26908650026,241.829994,1/10/2014,5,1,0
46,2014,1,10,7,23,18,81,30.52,1,5.8,South,Light Snow,180,26908650026,298.619989,1/10/2014,5,1,1
47,2014,1,10,8,24.1,19.9,84,30.51,3,3.5,South,Light Snow,190,26908650026,285.829994,1/10/2014,5,1,1
48,2014,1,10,9,27,23,85,30.51,6,5.8,South,Overcast,180,26908650026,289.109993,1/10/2014,5,1,1
49,2014,1,11,0,34,33.1,96,30.25,0.2,0,North,Fog,0,26908650026,122.249998,1/11/2014,6,0,0
50,2014,1,11,1,34,34,100,30.24,0.2,0,North,Fog,0,26908650026,122.109999,1/11/2014,6,0,0
51,2014,1,11,10,54,52,93,29.86,7,17.3,South,Light Rain,190,26908650026,216.109995,1/11/2014,6,0,1
52,2014,1,11,11,55,52,89,29.79,9,16.1,SSW,Overcast,200,26908650026,216.929996,1/11/2014,6,0,1
53,2014,1,11,12,55.9,53.1,90,29.71,7,25.3,SSW,Overcast,200,26908650026,221.859995,1/11/2014,6,0,1
54,2014,1,11,13,55.9,53.1,90,29.66,2.5,24.2,South,Light Rain,190,26908650026,222.329997,1/11/2014,6,0,1
55,2014,1,11,14,54,52,93,29.59,2.5,12.7,SSW,Light Rain,200,26908650026,168.899997,1/11/2014,6,0,1
56,2014,1,11,15,55.9,54,93,29.54,2.5,16.1,South,Rain,190,26908650026,155.869997,1/11/2014,6,0,1
57,2014,1,11,16,57.9,55,90,29.47,2.5,21.9,SSW,Overcast,200,26908650026,155.229997,1/11/2014,6,0,1
58,2014,1,11,17,57,55,93,29.41,2.5,19.6,SSW,Light Rain,200,26908650026,146.649996,1/11/2014,6,0,1
59,2014,1,11,18,55.9,55,97,29.37,2.5,18.4,SSW,Light Rain,200,26908650026,144.909995,1/11/2014,6,0,1
60,2014,1,11,19,57,55,93,29.35,2.5,17.3,SW,Light Rain,220,26908650026,144.409997,1/11/2014,6,0,1
61,2014,1,11,2,35.1,34,96,30.21,0.2,3.5,ENE,Light Rain,70,26908650026,122.659998,1/11/2014,6,0,0
62,2014,1,11,20,57.9,55,90,29.35,6,10.4,WSW,Light Rain,240,26908650026,144.059998,1/11/2014,6,0,0
63,2014,1,11,21,55.9,53.1,90,29.35,9,9.2,SSW,Light Rain,210,26908650026,128.459997,1/11/2014,6,0,0
64,2014,1,11,22,51.1,50,96,29.29,3,15,South,Overcast,170,26908650026,126.129999,1/11/2014,6,0,0
65,2014,1,11,23,53.1,50,89,29.3,10,12.7,SW,Overcast,220,26908650026,126.859997,1/11/2014,6,0,0
66,2014,1,11,3,35.1,34,96,30.17,0.2,5.8,East,Fog,90,26908650026,121.039998,1/11/2014,6,0,0
67,2014,1,11,4,35.1,34,96,30.13,0.2,3.5,East,Fog,90,26908650026,122.049996,1/11/2014,6,0,0
68,2014,1,11,5,36,35.1,97,30.1,0.2,3.5,East,Fog,90,26908650026,126.159993,1/11/2014,6,0,0
69,2014,1,11,6,39,37,93,30.05,0.8,3.5,SE,Light Rain,130,26908650026,135.169996,1/11/2014,6,0,0
70,2014,1,11,7,43,42.1,97,30,7,5.8,SSE,Overcast,160,26908650026,201.349992,1/11/2014,6,0,1
71,2014,1,11,8,46,45,96,29.97,7,5.8,South,Mostly Cloudy,170,26908650026,208.929996,1/11/2014,6,0,1
72,2014,1,11,9,48,46.9,96,29.92,4,10.4,South,Light Rain,180,26908650026,214.349996,1/11/2014,6,0,1
73,2014,1,12,0,54,50,86,29.3,10,21.9,SW,Light Rain,220,26908650026,126.509998,1/12/2014,0,0,0
74,2014,1,12,1,52,48,86,29.33,10,16.1,SW,Light Rain,220,26908650026,127.139996,1/12/2014,0,0,0
75,2014,1,12,10,45,28,52,29.57,10,15,West,Partly Cloudy,280,26908650026,148.799998,1/12/2014,0,0,1
76,2014,1,12,11,46.9,27,46,29.57,10,18.4,West,Partly Cloudy,280,26908650026,148.599997,1/12/2014,0,0,1
77,2014,1,12,12,45,26.1,48,29.59,10,20.7,West,Mostly Cloudy,280,26908650026,147.979998,1/12/2014,0,0,1
78,2014,1,12,13,45,26.1,48,29.62,10,16.1,West,Mostly Cloudy,280,26908650026,148.019999,1/12/2014,0,0,1
79,2014,1,12,14,45,26.1,48,29.66,10,19.6,West,Mostly Cloudy,280,26908650026,139.329998,1/12/2014,0,0,1
80,2014,1,12,15,44.1,25,47,29.72,10,13.8,West,Mostly Cloudy,280,26908650026,139.15,1/12/2014,0,0,1
81,2014,1,12,16,43,25,49,29.77,10,13.8,West,Mostly Cloudy,280,26908650026,141.109999,1/12/2014,0,0,1
82,2014,1,12,17,42.1,24.1,49,29.82,10,18.4,West,Overcast,280,26908650026,142.159996,1/12/2014,0,0,1
83,2014,1,12,18,41,23,49,29.85,10,16.1,West,Mostly Cloudy,280,26908650026,141.989997,1/12/2014,0,0,1
84,2014,1,12,19,39.9,23,51,29.89,10,18.4,West,Scattered Clouds,270,26908650026,140.869997,1/12/2014,0,0,1
85,2014,1,12,2,48.9,43,80,29.36,10,19.6,West,Light Rain,280,26908650026,126.929995,1/12/2014,0,0,0
86,2014,1,12,20,39.9,23,51,29.92,10,11.5,West,Scattered Clouds,270,26908650026,131.329998,1/12/2014,0,0,0
87,2014,1,12,21,39.9,23,51,29.96,10,13.8,West,Overcast,260,26908650026,126.75,1/12/2014,0,0,0
88,2014,1,12,22,37.9,23,55,29.96,10,13.8,West,Scattered Clouds,260,26908650026,126.509997,1/12/2014,0,0,0
89,2014,1,12,23,37.9,24.1,57,29.97,10,11.5,West,Scattered Clouds,260,26908650026,126.079998,1/12/2014,0,0,0
90,2014,1,12,3,46.9,39,74,29.37,10,13.8,West,Mostly Cloudy,270,26908650026,127.399997,1/12/2014,0,0,0
91,2014,1,12,4,46,35.1,66,29.38,10,15,West,Mostly Cloudy,280,26908650026,127.739997,1/12/2014,0,0,0
92,2014,1,12,5,44.1,34,68,29.4,10,12.7,West,Mostly Cloudy,280,26908650026,127.549998,1/12/2014,0,0,0
93,2014,1,12,6,43,30,60,29.44,10,15,West,Mostly Cloudy,280,26908650026,127.549995,1/12/2014,0,0,0
94,2014,1,12,7,42.1,28,58,29.49,10,15,West,Scattered Clouds,280,26908650026,137.369996,1/12/2014,0,0,1
95,2014,1,12,8,43,28.9,58,29.52,10,17.3,West,Partly Cloudy,270,26908650026,141.789996,1/12/2014,0,0,1
96,2014,1,12,9,44.1,28,53,29.55,10,21.9,West,Mostly Cloudy,280,26908650026,148.629996,1/12/2014,0,0,1
97,2014,1,13,0,37,23,57,29.99,10,18.4,West,Clear,270,26908650026,126.999997,1/13/2014,1,1,0
98,2014,1,13,1,37,23,57,29.99,10,16.1,West,Partly Cloudy,270,26908650026,126.539998,1/13/2014,1,1,0
99,2014,1,13,10,44.1,26.1,49,30.1,10,8.1,South,Mostly Cloudy,190,26908650026,266.339992,1/13/2014,1,1,1
100,2014,1,13,11,46.9,26.1,44,30.06,10,11.5,SSW,Mostly Cloudy,210,26908650026,265.679992,1/13/2014,1,1,1
101,2014,1,13,12,50,26.1,39,30.04,10,10.4,SSW,Scattered Clouds,210,26908650026,259.579996,1/13/2014,1,1,1
102,2014,1,13,13,48.9,28,44,30.03,10,13.8,SSW,Mostly Cloudy,200,26908650026,251.309993,1/13/2014,1,1,1
103,2014,1,13,14,48.9,30,48,30.02,10,13.8,SSW,Scattered Clouds,200,26908650026,238.539994,1/13/2014,1,1,1
104,2014,1,13,15,46.9,28.9,50,30,10,17.3,SSW,Mostly Cloudy,200,26908650026,233.799993,1/13/2014,1,1,1
105,2014,1,13,16,45,30,56,30.02,10,16.1,SSW,Mostly Cloudy,210,26908650026,234.929995,1/13/2014,1,1,1
106,2014,1,13,17,46,35.1,66,30.01,10,15,SSW,Overcast,200,26908650026,207.989998,1/13/2014,1,1,1
107,2014,1,13,18,45,37.9,76,30.03,10,8.1,SSW,Overcast,200,26908650026,173.429998,1/13/2014,1,1,1
108,2014,1,13,19,45,39,80,30.02,10,11.5,SSW,Overcast,200,26908650026,167.389995,1/13/2014,1,1,1
109,2014,1,13,2,37,21.9,54,30.03,10,16.1,West,Partly Cloudy,260,26908650026,126.889997,1/13/2014,1,1,0
110,2014,1,13,20,44.1,39,82,29.97,10,10.4,South,Overcast,180,26908650026,162.089997,1/13/2014,1,1,0
111,2014,1,13,21,46.9,41,80,29.94,10,12.7,South,Overcast,190,26908650026,132.859999,1/13/2014,1,1,0
112,2014,1,13,22,46.9,42.1,83,29.93,10,12.7,SSW,Overcast,200,26908650026,129.359998,1/13/2014,1,1,0
113,2014,1,13,23,48,43,83,29.91,10,16.1,SSW,Overcast,200,26908650026,125.349997,1/13/2014,1,1,0
114,2014,1,13,3,34,23,64,30.06,10,5.8,SW,Clear,230,26908650026,127.179999,1/13/2014,1,1,0
115,2014,1,13,4,33.1,23,66,30.09,10,9.2,SW,Partly Cloudy,230,26908650026,132.419997,1/13/2014,1,1,0
116,2014,1,13,5,30.9,23,72,30.09,10,3.5,SSW,Partly Cloudy,210,26908650026,143.339998,1/13/2014,1,1,0
117,2014,1,13,6,30.9,23,72,30.11,10,6.9,South,Partly Cloudy,190,26908650026,232.409997,1/13/2014,1,1,0
118,2014,1,13,7,33.1,24.1,70,30.12,10,8.1,SSW,Clear,210,26908650026,274.879989,1/13/2014,1,1,1
119,2014,1,13,8,37,24.1,59,30.12,10,6.9,WSW,Partly Cloudy,240,26908650026,281.979995,1/13/2014,1,1,1
120,2014,1,13,9,41,25,53,30.12,10,8.1,SW,Partly Cloudy,220,26908650026,273.469991,1/13/2014,1,1,1
121,2014,1,14,0,48.9,44.1,83,29.89,10,12.7,SSW,Overcast,210,26908650026,125.029998,1/14/2014,2,1,0
122,2014,1,14,1,48,43,83,29.89,10,10.4,SSW,Overcast,200,26908650026,124.929995,1/14/2014,2,1,0
123,2014,1,14,10,48,43,83,29.83,8,11.5,SSW,Light Rain,200,26908650026,268.939996,1/14/2014,2,1,1
124,2014,1,14,11,48,45,89,29.77,9,8.1,South,Light Rain,190,26908650026,268.829993,1/14/2014,2,1,1
125,2014,1,14,12,48.9,46,90,29.75,5,4.6,SSW,Light Rain,210,26908650026,265.789994,1/14/2014,2,1,1
126,2014,1,14,13,46.9,45,93,29.73,2.5,3.5,SE,Light Rain,140,26908650026,256.649994,1/14/2014,2,1,1
127,2014,1,14,14,46.9,46,97,29.72,0.5,0,North,Light Rain,0,26908650026,247.419994,1/14/2014,2,1,1
128,2014,1,14,15,46.9,45,93,29.69,1.2,0,North,Rain,0,26908650026,235.339993,1/14/2014,2,1,1
129,2014,1,14,16,46.9,46,97,29.65,0.5,0,North,Rain,0,26908650026,241.019995,1/14/2014,2,1,1
130,2014,1,14,17,45,44.1,97,29.64,1.5,4.6,NNE,Rain,20,26908650026,218.129995,1/14/2014,2,1,1
131,2014,1,14,18,48,45,89,29.63,3,9.2,NW,Light Rain,320,26908650026,189.629997,1/14/2014,2,1,1
132,2014,1,14,19,46.9,44.1,90,29.66,3,11.5,WNW,Rain,300,26908650026,173.969999,1/14/2014,2,1,1
133,2014,1,14,2,48,43,83,29.87,10,10.4,South,Overcast,190,26908650026,125.859997,1/14/2014,2,1,0
134,2014,1,14,20,46,42.1,86,29.67,7,10.4,NW,Light Rain,310,26908650026,164.009996,1/14/2014,2,1,0
135,2014,1,14,21,45,41,86,29.66,10,9.2,WNW,Overcast,290,26908650026,130.539998,1/14/2014,2,1,0
136,2014,1,14,22,45,41,86,29.72,10,13.8,West,Overcast,280,26908650026,125.899995,1/14/2014,2,1,0
137,2014,1,14,23,44.1,39.9,85,29.75,10,11.5,West,Light Rain,280,26908650026,122.92,1/14/2014,2,1,0
138,2014,1,14,3,46.9,43,86,29.85,10,6.9,SSW,Overcast,200,26908650026,127.329999,1/14/2014,2,1,0
139,2014,1,14,4,45,42.1,90,29.84,10,6.9,South,Overcast,180,26908650026,127.489999,1/14/2014,2,1,0
140,2014,1,14,5,44.1,42.1,93,29.84,10,4.6,South,Overcast,170,26908650026,133.299997,1/14/2014,2,1,0
141,2014,1,14,6,46.9,43,86,29.85,10,10.4,South,Light Rain,190,26908650026,218.709996,1/14/2014,2,1,0
142,2014,1,14,7,48,42.1,80,29.84,10,10.4,SSW,Overcast,210,26908650026,254.599995,1/14/2014,2,1,1
143,2014,1,14,8,46.9,42.1,83,29.85,10,9.2,SSW,Light Rain,200,26908650026,262.719995,1/14/2014,2,1,1
144,2014,1,14,9,46.9,42.1,83,29.85,10,10.4,South,Light Rain,190,26908650026,267.339995,1/14/2014,2,1,1
145,2014,1,15,0,43,39,86,29.79,10,9.2,West,Partly Cloudy,280,26908650026,119.029999,1/15/2014,3,1,0
146,2014,1,15,1,43,37.9,82,29.81,10,11.5,West,Clear,280,26908650026,119.029996,1/15/2014,3,1,0
147,2014,1,15,10,44.1,32,63,30.02,10,6.9,SW,Partly Cloudy,220,26908650026,332.839992,1/15/2014,3,1,1
148,2014,1,15,11,46,33.1,61,29.99,10,8.1,SSW,Scattered Clouds,210,26908650026,327.679995,1/15/2014,3,1,1
149,2014,1,15,12,46,35.1,66,29.97,10,9.2,South,Mostly Cloudy,190,26908650026,317.839993,1/15/2014,3,1,1
150,2014,1,15,13,46.9,33.1,59,29.96,10,9.2,SSW,Mostly Cloudy,210,26908650026,309.369996,1/15/2014,3,1,1
151,2014,1,15,14,46,34,63,29.96,10,9.2,South,Mostly Cloudy,190,26908650026,296.249993,1/15/2014,3,1,1
152,2014,1,15,15,44.1,35.1,71,29.96,10,5.8,SSW,Overcast,200,26908650026,278.269996,1/15/2014,3,1,1
153,2014,1,15,16,42.1,34,73,29.96,10,5.8,SSW,Overcast,200,26908650026,281.429993,1/15/2014,3,1,1
154,2014,1,15,17,39.9,34,79,29.96,10,4.6,SSE,Overcast,150,26908650026,235.689994,1/15/2014,3,1,1
155,2014,1,15,18,39.9,35.1,83,29.96,10,3.5,South,Overcast,180,26908650026,182.889994,1/15/2014,3,1,1
156,2014,1,15,19,42.1,36,79,29.96,9,5.8,SW,Overcast,220,26908650026,177.209996,1/15/2014,3,1,1
157,2014,1,15,2,42.1,37,82,29.86,10,10.4,West,Clear,260,26908650026,119.259997,1/15/2014,3,1,0
158,2014,1,15,20,39,36,89,29.93,7,3.5,South,Overcast,170,26908650026,170.839996,1/15/2014,3,1,0
159,2014,1,15,21,37.9,35.1,89,29.91,7,0,North,Overcast,0,26908650026,131.509996,1/15/2014,3,1,0
160,2014,1,15,22,39,36,89,29.9,6,0,North,Overcast,0,26908650026,124.09,1/15/2014,3,1,0
161,2014,1,15,23,37.9,36,93,29.89,3,0,North,Mostly Cloudy,0,26908650026,117.379997,1/15/2014,3,1,0
162,2014,1,15,3,41,35.1,79,29.88,10,9.2,West,Clear,270,26908650026,118.969996,1/15/2014,3,1,0
163,2014,1,15,4,39,34,82,29.92,10,9.2,SW,Clear,230,26908650026,119.659995,1/15/2014,3,1,0
164,2014,1,15,5,37,34,89,29.96,10,9.2,SW,Clear,230,26908650026,129.929998,1/15/2014,3,1,0
165,2014,1,15,6,36,33.1,89,29.97,9,10.4,SW,Clear,230,26908650026,252.239994,1/15/2014,3,1,0
166,2014,1,15,7,37,32,82,30,10,4.6,Variable,Clear,0,26908650026,317.02999,1/15/2014,3,1,1
167,2014,1,15,8,39,32,76,30.02,10,4.6,WSW,Clear,250,26908650026,331.589992,1/15/2014,3,1,1
168,2014,1,15,9,42.1,32,67,30.02,10,6.9,SW,Clear,230,26908650026,333.869993,1/15/2014,3,1,1
169,2014,1,16,0,36,35.1,97,29.89,2.5,0,North,Overcast,0,26908650026,121.609997,1/16/2014,4,1,0
170,2014,1,16,1,35.1,34,96,29.9,0.2,0,North,Fog,0,26908650026,121.599996,1/16/2014,4,1,0
171,2014,1,16,10,39,35.1,86,29.92,3,5.8,NNW,Overcast,330,26908650026,294.189994,1/16/2014,4,1,1
172,2014,1,16,11,37.9,35.1,89,29.91,3,4.6,NNE,Overcast,30,26908650026,294.309996,1/16/2014,4,1,1
173,2014,1,16,12,37,35.1,93,29.88,1.5,4.6,NE,Overcast,50,26908650026,286.199994,1/16/2014,4,1,1
174,2014,1,16,13,37.9,36,93,29.85,0.2,5.8,NE,Fog,40,26908650026,278.839996,1/16/2014,4,1,1
175,2014,1,16,14,39,37,93,29.89,0.2,4.6,North,Overcast,10,26908650026,266.899997,1/16/2014,4,1,1
176,2014,1,16,15,37.9,36,93,29.88,2,4.6,East,Overcast,80,26908650026,257.789994,1/16/2014,4,1,1
177,2014,1,16,16,37.9,36,93,29.88,0.5,4.6,NNE,Overcast,30,26908650026,258.849993,1/16/2014,4,1,1
178,2014,1,16,17,37.9,37,97,29.89,0.2,6.9,North,Fog,10,26908650026,224.729994,1/16/2014,4,1,1
179,2014,1,16,18,37.9,37,97,29.91,0.5,4.6,North,Fog,350,26908650026,186.009995,1/16/2014,4,1,1
180,2014,1,16,19,37.9,37,97,29.91,0.5,5.8,North,Overcast,10,26908650026,179.329994,1/16/2014,4,1,1
181,2014,1,16,2,35.1,35.1,100,29.89,0.5,0,North,Fog,0,26908650026,121.459999,1/16/2014,4,1,0
182,2014,1,16,20,37,36,96,29.92,3,4.6,NNE,Overcast,30,26908650026,173.599998,1/16/2014,4,1,0
183,2014,1,16,21,37.9,36,93,29.93,3,0,North,Overcast,0,26908650026,134.349999,1/16/2014,4,1,0
184,2014,1,16,22,37.9,36,93,29.94,4,3.5,North,Overcast,360,26908650026,129.589996,1/16/2014,4,1,0
185,2014,1,16,23,37.9,36,93,29.93,4,0,North,Overcast,0,26908650026,123.799997,1/16/2014,4,1,0
186,2014,1,16,3,36,35.1,97,29.88,0.5,0,North,Fog,0,26908650026,121.8,1/16/2014,4,1,0
187,2014,1,16,4,34,33.1,96,29.87,0.2,0,North,Fog,0,26908650026,121.899996,1/16/2014,4,1,0
188,2014,1,16,5,33.1,32,96,29.87,0.2,0,North,Fog,0,26908650026,128.079998,1/16/2014,4,1,0
189,2014,1,16,6,34,32,92,29.88,2,3.5,ENE,Overcast,60,26908650026,233.139996,1/16/2014,4,1,0
190,2014,1,16,7,34,32,92,29.89,0.5,4.6,SE,Fog,130,26908650026,282.179996,1/16/2014,4,1,1
191,2014,1,16,8,35.1,34,96,29.88,1.5,0,North,Overcast,0,26908650026,292.969993,1/16/2014,4,1,1
192,2014,1,16,9,37,35.1,93,29.91,3,5.8,NW,Overcast,310,26908650026,295.169993,1/16/2014,4,1,1
193,2014,1,17,0,37,35.1,93,29.92,3,0,North,Overcast,0,26908650026,120.53,1/17/2014,5,1,0
194,2014,1,17,1,37,35.1,93,29.93,0.5,0,North,Overcast,0,26908650026,120.309998,1/17/2014,5,1,0
195,2014,1,17,10,39.9,27,60,29.97,10,10.4,WSW,Clear,240,26908650026,289.769992,1/17/2014,5,1,1
196,2014,1,17,11,42.1,25,51,29.94,10,9.2,SW,Clear,230,26908650026,289.159993,1/17/2014,5,1,1
197,2014,1,17,12,44.1,23,43,29.91,10,12.7,SW,Clear,220,26908650026,279.439991,1/17/2014,5,1,1
198,2014,1,17,13,45,19.9,37,29.91,10,12.7,SW,Clear,220,26908650026,270.269992,1/17/2014,5,1,1
199,2014,1,17,14,45,19.9,37,29.92,10,13.8,SW,Partly Cloudy,230,26908650026,254.879996,1/17/2014,5,1,1
200,2014,1,17,15,44.1,21,40,29.92,10,12.7,SW,Scattered Clouds,220,26908650026,247.209997,1/17/2014,5,1,1
201,2014,1,17,16,42.1,21.9,45,29.94,10,10.4,SSW,Scattered Clouds,200,26908650026,256.689993,1/17/2014,5,1,1
202,2014,1,17,17,39,26.1,60,29.95,10,9.2,South,Scattered Clouds,190,26908650026,223.549994,1/17/2014,5,1,1
203,2014,1,17,18,37.9,24.1,57,29.95,10,10.4,SW,Scattered Clouds,220,26908650026,179.759999,1/17/2014,5,1,1
204,2014,1,17,19,36,25,64,29.96,10,8.1,SSW,Scattered Clouds,200,26908650026,172.799995,1/17/2014,5,1,1
205,2014,1,17,2,37,36,96,29.92,0.2,0,North,Fog,0,26908650026,120.319998,1/17/2014,5,1,0
206,2014,1,17,20,34,25,70,29.96,10,6.9,South,Scattered Clouds,180,26908650026,166.319997,1/17/2014,5,1,0
207,2014,1,17,21,35.1,26.1,70,29.96,10,6.9,South,Mostly Cloudy,180,26908650026,131.269998,1/17/2014,5,1,0
208,2014,1,17,22,34,27,75,29.95,10,4.6,South,Mostly Cloudy,190,26908650026,126.589997,1/17/2014,5,1,0
209,2014,1,17,23,34,28,79,29.93,10,4.6,SSE,Clear,160,26908650026,122.199996,1/17/2014,5,1,0
210,2014,1,17,3,37,36,96,29.92,0.2,4.6,SE,Fog,130,26908650026,120.399997,1/17/2014,5,1,0
211,2014,1,17,4,37,36,96,29.93,0.5,3.5,South,Overcast,170,26908650026,120.67,1/17/2014,5,1,0
212,2014,1,17,5,37,35.1,93,29.93,3,5.8,SSE,Overcast,160,26908650026,126.479998,1/17/2014,5,1,0
213,2014,1,17,6,36,34,93,29.95,4,9.2,South,Mostly Cloudy,190,26908650026,227.949993,1/17/2014,5,1,0
214,2014,1,17,8,37.9,30.9,76,29.97,9,10.4,WSW,Partly Cloudy,240,26908650026,285.829994,1/17/2014,5,1,1
215,2014,1,17,9,39,27,62,29.99,10,12.7,SW,Partly Cloudy,230,26908650026,289.109993,1/17/2014,5,1,1
216,2014,1,18,0,34,28.9,82,29.92,8,5.8,SSE,Overcast,150,26908650026,122.249998,1/18/2014,6,0,0
217,2014,1,18,1,34,28.9,82,29.92,8,0,North,Overcast,0,26908650026,122.109999,1/18/2014,6,0,0
218,2014,1,18,10,37,35.1,93,29.75,1.8,10.4,ENE,Rain,70,26908650026,216.109995,1/18/2014,6,0,1
219,2014,1,18,11,37,35.1,93,29.7,3,9.2,NE,Rain,50,26908650026,216.929996,1/18/2014,6,0,1
220,2014,1,18,12,35.1,32,89,29.65,2.5,8.1,North,Light Snow,360,26908650026,221.859995,1/18/2014,6,0,1
